type,t,p,v
current,133,6982,100
deadend,133,6982,-
current,132,6882,100
deadend,132,6882,-
current,131,6782,100
deadend,131,6782,-
current,130,6682,100
deadend,130,6682,-
current,129,6582,100
deadend,129,6582,-
current,128,6482,100
deadend,128,6482,-
current,127,6382,100
deadend,127,6382,-
current,126,6282,100
current,127,6381,99
current,128,6479,98
current,129,6576,97
current,130,6672,96
current,131,6767,95
current,132,6861,94
current,133,6954,93
current,134,7046,92
current,135,7137,91
current,136,7227,90
current,137,7316,89
current,138,7404,88
current,139,7491,87
current,140,7577,86
current,141,7662,85
current,142,7746,84
current,143,7829,83
current,144,7911,82
current,145,7992,81
current,146,8072,80
current,147,8151,79
current,148,8229,78
current,149,8306,77
current,150,8382,76
current,151,8457,75
current,152,8531,74
current,153,8604,73
current,154,8676,72
current,155,8747,71
current,156,8818,71
current,157,8889,71
current,158,8960,71
current,159,9032,72
current,160,9105,73
current,161,9179,74
current,162,9254,75
current,163,9330,76
current,164,9407,77
current,165,9485,78
current,166,9564,79
current,167,9643,79
current,168,9722,79
current,169,9801,79
current,170,9880,79
current,171,9960,80
current,172,10041,81
current,173,10123,82
current,174,10206,83
current,175,10290,84
current,176,10373,83
current,151,8739,93
deadend,151,8739,-
current,150,8646,92
deadend,150,8646,-
current,149,8554,93
deadend,149,8554,-
current,148,8461,94
deadend,148,8461,-
current,147,8367,95
deadend,147,8367,-
current,146,8272,96
deadend,146,8272,-
current,145,8176,97
deadend,145,8176,-
current,144,8079,98
deadend,144,8079,-
current,143,7981,99
deadend,143,7981,-
current,142,7882,100
deadend,142,7882,-
current,141,7782,100
deadend,141,7782,-
current,140,7682,100
deadend,140,7682,-
current,139,7582,100
deadend,139,7582,-
current,138,7482,100
deadend,138,7482,-
current,137,7382,100
deadend,137,7382,-
current,136,7282,100
deadend,136,7282,-
current,135,7182,100
deadend,135,7182,-
current,134,7082,100
deadend,134,7082,-
current,133,6982,100
deadend,133,6982,-
current,132,6882,100
deadend,132,6882,-
current,131,6782,100
deadend,131,6782,-
current,130,6682,100
deadend,130,6682,-
current,129,6582,100
deadend,129,6582,-
current,128,6482,100
deadend,128,6482,-
current,127,6382,100
deadend,127,6382,-
current,126,6282,100
current,127,6381,99
current,128,6479,98
current,129,6576,97
current,130,6672,96
current,131,6767,95
current,132,6861,94
current,133,6954,93
current,134,7046,92
current,135,7137,91
current,136,7227,90
current,137,7316,89
current,138,7404,88
current,139,7491,87
current,140,7577,86
current,141,7662,85
current,142,7746,84
current,143,7829,83
current,144,7911,82
current,145,7992,81
current,146,8072,80
current,147,8151,79
current,148,8229,78
current,149,8306,77
current,150,8382,76
current,151,8457,75
current,152,8531,74
current,153,8604,73
current,154,8676,72
current,155,8747,71
current,156,8818,71
current,157,8889,71
current,158,8960,71
current,159,9032,72
current,160,9105,73
current,161,9179,74
current,162,9254,75
current,163,9330,76
current,164,9407,77
current,165,9485,78
current,166,9564,79
current,167,9643,79
current,168,9722,79
current,169,9801,79
current,170,9880,79
current,171,9960,80
current,172,10041,81
current,173,10123,82
current,174,10206,83
current,175,10290,84
current,176,10373,83
current,151,8739,93
deadend,151,8739,-
current,150,8647,93
deadend,150,8647,-
current,149,8556,95
deadend,149,8556,-
current,148,8461,94
deadend,148,8461,-
current,147,8367,95
deadend,147,8367,-
current,146,8272,96
deadend,146,8272,-
current,145,8176,97
deadend,145,8176,-
current,144,8079,98
deadend,144,8079,-
current,143,7981,99
deadend,143,7981,-
current,142,7882,100
deadend,142,7882,-
current,141,7782,100
deadend,141,7782,-
current,140,7682,100
deadend,140,7682,-
current,139,7582,100
deadend,139,7582,-
current,138,7482,100
deadend,138,7482,-
current,137,7382,100
deadend,137,7382,-
current,136,7282,100
deadend,136,7282,-
current,135,7182,100
deadend,135,7182,-
current,134,7082,100
deadend,134,7082,-
current,133,6982,100
deadend,133,6982,-
current,132,6882,100
deadend,132,6882,-
current,131,6782,100
deadend,131,6782,-
current,130,6682,100
deadend,130,6682,-
current,129,6582,100
deadend,129,6582,-
current,128,6482,100
deadend,128,6482,-
current,127,6382,100
deadend,127,6382,-
current,126,6282,100
current,127,6381,99
current,128,6479,98
current,129,6576,97
current,130,6672,96
current,131,6767,95
current,132,6861,94
current,133,6954,93
current,134,7046,92
current,135,7137,91
current,136,7227,90
current,137,7316,89
current,138,7404,88
current,139,7491,87
current,140,7577,86
current,141,7662,85
current,142,7746,84
current,143,7829,83
current,144,7911,82
current,145,7992,81
current,146,8072,80
current,147,8151,79
current,148,8229,78
current,149,8306,77
current,150,8382,76
current,151,8457,75
current,152,8531,74
current,153,8604,73
current,154,8676,72
current,155,8747,71
current,156,8818,71
current,157,8889,71
current,158,8960,71
current,159,9032,72
current,160,9105,73
current,161,9179,74
current,162,9254,75
current,163,9330,76
current,164,9407,77
current,165,9485,78
current,166,9564,79
current,167,9643,79
current,168,9722,79
current,169,9801,79
current,170,9880,79
current,171,9960,80
current,172,10041,81
current,173,10123,82
current,174,10206,83
current,175,10290,84
current,176,10373,83
current,151,8741,93
deadend,151,8741,-
current,150,8649,94
deadend,150,8649,-
current,149,8556,95
deadend,149,8556,-
current,148,8462,95
deadend,148,8462,-
current,147,8369,97
deadend,147,8369,-
current,146,8272,96
deadend,146,8272,-
current,145,8176,97
deadend,145,8176,-
current,144,8079,98
deadend,144,8079,-
current,143,7981,99
deadend,143,7981,-
current,142,7882,100
deadend,142,7882,-
current,141,7782,100
deadend,141,7782,-
current,140,7682,100
deadend,140,7682,-
current,139,7582,100
deadend,139,7582,-
current,138,7482,100
deadend,138,7482,-
current,137,7382,100
deadend,137,7382,-
current,136,7282,100
deadend,136,7282,-
current,135,7182,100
deadend,135,7182,-
current,134,7082,100
deadend,134,7082,-
current,133,6982,100
deadend,133,6982,-
current,132,6882,100
deadend,132,6882,-
current,131,6782,100
deadend,131,6782,-
current,130,6682,100
deadend,130,6682,-
current,129,6582,100
deadend,129,6582,-
current,128,6482,100
deadend,128,6482,-
current,127,6382,100
deadend,127,6382,-
current,126,6282,100
current,127,6381,99
current,128,6479,98
current,129,6576,97
current,130,6672,96
current,131,6767,95
current,132,6861,94
current,133,6954,93
current,134,7046,92
current,135,7137,91
current,136,7227,90
current,137,7316,89
current,138,7404,88
current,139,7491,87
current,140,7577,86
current,141,7662,85
current,142,7746,84
current,143,7829,83
current,144,7911,82
current,145,7992,81
current,146,8072,80
current,147,8151,79
current,148,8229,78
current,149,8306,77
current,150,8382,76
current,151,8457,75
current,152,8531,74
current,153,8604,73
current,154,8676,72
current,155,8747,71
current,156,8818,71
current,157,8889,71
current,158,8960,71
current,159,9032,72
current,160,9105,73
current,161,9179,74
current,162,9254,75
current,163,9330,76
current,164,9407,77
current,165,9485,78
current,166,9564,79
current,167,9643,79
current,168,9722,79
current,169,9801,79
current,170,9880,79
current,171,9960,80
current,172,10041,81
current,173,10123,82
current,174,10206,83
current,175,10290,84
current,176,10373,83
current,151,8743,93
deadend,151,8743,-
current,150,8651,94
deadend,150,8651,-
current,149,8558,95
deadend,149,8558,-
current,148,8464,96
deadend,148,8464,-
current,147,8369,97
deadend,147,8369,-
current,146,8273,97
deadend,146,8273,-
current,145,8178,99
deadend,145,8178,-
current,144,8079,98
deadend,144,8079,-
current,143,7981,99
deadend,143,7981,-
current,142,7882,100
deadend,142,7882,-
current,141,7782,100
deadend,141,7782,-
current,140,7682,100
deadend,140,7682,-
current,139,7582,100
deadend,139,7582,-
current,138,7482,100
deadend,138,7482,-
current,137,7382,100
deadend,137,7382,-
current,136,7282,100
deadend,136,7282,-
current,135,7182,100
deadend,135,7182,-
current,134,7082,100
deadend,134,7082,-
current,133,6982,100
deadend,133,6982,-
current,132,6882,100
deadend,132,6882,-
current,131,6782,100
deadend,131,6782,-
current,130,6682,100
deadend,130,6682,-
current,129,6582,100
deadend,129,6582,-
current,128,6482,100
deadend,128,6482,-
current,127,6382,100
deadend,127,6382,-
current,126,6282,100
current,127,6381,99
current,128,6479,98
current,129,6576,97
current,130,6672,96
current,131,6767,95
current,132,6861,94
current,133,6954,93
current,134,7046,92
current,135,7137,91
current,136,7227,90
current,137,7316,89
current,138,7404,88
current,139,7491,87
current,140,7577,86
current,141,7662,85
current,142,7746,84
current,143,7829,83
current,144,7911,82
current,145,7992,81
current,146,8072,80
current,147,8151,79
current,148,8229,78
current,149,8306,77
current,150,8382,76
current,151,8457,75
current,152,8531,74
current,153,8604,73
current,154,8676,72
current,155,8747,71
current,156,8818,71
current,157,8889,71
current,158,8960,71
current,159,9032,72
current,160,9105,73
current,161,9179,74
current,162,9254,75
current,163,9330,76
current,164,9407,77
current,165,9485,78
current,166,9564,79
current,167,9643,79
current,168,9722,79
current,169,9801,79
current,170,9880,79
current,171,9960,80
current,172,10041,81
current,173,10123,82
current,174,10206,83
current,175,10290,84
current,176,10373,83
current,151,8745,93
deadend,151,8745,-
current,150,8653,94
deadend,150,8653,-
current,149,8560,95
deadend,149,8560,-
current,148,8466,96
deadend,148,8466,-
current,147,8371,97
deadend,147,8371,-
current,146,8275,98
deadend,146,8275,-
current,145,8178,99
deadend,145,8178,-
current,144,8080,99
deadend,144,8080,-
current,143,7983,101
deadend,143,7983,-
current,142,7882,100
deadend,142,7882,-
current,141,7782,100
deadend,141,7782,-
current,140,7682,100
deadend,140,7682,-
current,139,7582,100
deadend,139,7582,-
current,138,7482,100
deadend,138,7482,-
current,137,7382,100
deadend,137,7382,-
current,136,7282,100
deadend,136,7282,-
current,135,7182,100
deadend,135,7182,-
current,134,7082,100
deadend,134,7082,-
current,133,6982,100
deadend,133,6982,-
current,132,6882,100
deadend,132,6882,-
current,131,6782,100
deadend,131,6782,-
current,130,6682,100
deadend,130,6682,-
current,129,6582,100
deadend,129,6582,-
current,128,6482,100
deadend,128,6482,-
current,127,6382,100
deadend,127,6382,-
current,126,6282,100
current,127,6381,99
current,128,6479,98
current,129,6576,97
current,130,6672,96
current,131,6767,95
current,132,6861,94
current,133,6954,93
current,134,7046,92
current,135,7137,91
current,136,7227,90
current,137,7316,89
current,138,7404,88
current,139,7491,87
current,140,7577,86
current,141,7662,85
current,142,7746,84
current,143,7829,83
current,144,7911,82
current,145,7992,81
current,146,8072,80
current,147,8151,79
current,148,8229,78
current,149,8306,77
current,150,8382,76
current,151,8457,75
current,152,8531,74
current,153,8604,73
current,154,8676,72
current,155,8747,71
current,156,8818,71
current,157,8889,71
current,158,8960,71
current,159,9032,72
current,160,9105,73
current,161,9179,74
current,162,9254,75
current,163,9330,76
current,164,9407,77
current,165,9485,78
current,166,9564,79
current,167,9643,79
current,168,9722,79
current,169,9801,79
current,170,9880,79
current,171,9960,80
current,172,10041,81
current,173,10123,82
current,174,10206,83
current,175,10290,84
current,176,10373,83
current,150,8710,107
deadend,150,8710,-
current,149,8603,106
deadend,149,8603,-
current,148,8497,105
deadend,148,8497,-
current,147,8392,104
deadend,147,8392,-
current,146,8288,103
deadend,146,8288,-
current,145,8185,102
deadend,145,8185,-
current,144,8083,101
deadend,144,8083,-
current,143,7982,100
deadend,143,7982,-
current,142,7882,100
deadend,142,7882,-
current,141,7782,100
deadend,141,7782,-
current,140,7682,100
deadend,140,7682,-
current,139,7582,100
deadend,139,7582,-
current,138,7482,100
deadend,138,7482,-
current,137,7382,100
deadend,137,7382,-
current,136,7282,100
deadend,136,7282,-
current,135,7182,100
deadend,135,7182,-
current,134,7082,100
deadend,134,7082,-
current,133,6982,100
deadend,133,6982,-
current,132,6882,100
deadend,132,6882,-
current,131,6782,100
deadend,131,6782,-
current,130,6682,100
deadend,130,6682,-
current,129,6582,100
deadend,129,6582,-
current,128,6482,100
deadend,128,6482,-
current,127,6382,100
deadend,127,6382,-
current,126,6282,100
current,127,6381,99
current,128,6479,98
current,129,6576,97
current,130,6672,96
current,131,6767,95
current,132,6861,94
current,133,6954,93
current,134,7046,92
current,135,7137,91
current,136,7227,90
current,137,7316,89
current,138,7404,88
current,139,7491,87
current,140,7577,86
current,141,7662,85
current,142,7746,84
current,143,7829,83
current,144,7911,82
current,145,7992,81
current,146,8072,80
current,147,8151,79
current,148,8229,78
current,149,8306,77
current,150,8382,76
current,151,8457,75
current,152,8531,74
current,153,8604,73
current,154,8676,72
current,155,8747,71
current,156,8818,71
current,157,8889,71
current,158,8960,71
current,159,9032,72
current,160,9105,73
current,161,9179,74
current,162,9254,75
current,163,9330,76
current,164,9407,77
current,165,9485,78
current,166,9564,79
current,167,9643,79
current,168,9722,79
current,169,9801,79
current,170,9880,79
current,171,9960,80
current,172,10041,81
current,173,10123,82
current,174,10206,83
current,175,10290,84
current,176,10373,83
current,151,8747,93
deadend,151,8747,-
current,150,8656,95
